"Palay and Corn: Volume of Production in Metric Tons by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2025"

"Ecosystem/Croptype","Geolocation","1987 Annual","1988 Annual","1989 Annual","1990 Annual","1991 Annual","1992 Annual","1993 Annual","1994 Annual","1995 Annual","1996 Annual","1997 Annual","1998 Annual","1999 Annual","2000 Annual","2001 Annual","2002 Annual","2003 Annual","2004 Annual","2005 Annual","2006 Annual","2007 Annual","2008 Annual","2009 Annual","2010 Annual","2011 Annual","2012 Annual","2013 Annual","2014 Annual","2015 Annual","2016 Annual","2017 Annual","2018 Annual","2019 Annual","2020 Annual","2021 Annual","2022 Annual","2023 Annual","2024 Annual","2025 Annual"
"Rainfed Palay","....Surigao del Norte",1364.00,4533.00,946.00,1050.00,1012.00,576.00,895.00,2971.00,22554.00,17444.00,12449.00,6397.00,11844.00,11744.00,14139.00,14031.00,20892.00,16321.00,17221.00,20138.00,24042.00,20896.00,23245.00,17601.00,16095.00,14799.00,17140.00,14980.00,15904.50,10636.00,13885.00,16409.14,18072.20,19191.35,19373.19,17349.25,21150.00,21606.51,..
"Rainfed Palay","....Surigao del Sur",31536.00,31265.00,31720.00,32076.00,37817.00,23036.00,32287.00,22723.00,30750.00,20089.00,16095.00,10113.00,10258.00,14796.00,15826.00,13039.00,16113.00,17366.00,17300.00,18158.00,18853.00,19309.00,27095.00,22978.00,18661.00,27683.00,33945.00,34773.00,31193.00,25118.00,30601.00,26280.00,23030.71,20406.45,20728.05,26386.90,27429.00,32708.00,..
"Rainfed Palay","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)",94250.00,122845.00,130873.00,134286.00,69771.00,73249.00,111611.00,215297.00,224522.00,227184.00,207130.00,154404.00,223367.00,215477.00,276303.00,240449.00,238965.00,281971.00,288704.00,312180.00,319737.00,381291.00,385781.00,420012.00,360265.00,374504.00,410172.00,370078.00,334978.00,410083.00,458740.00,480256.36,498888.97,534455.07,642945.26,599405.99,606940.23,616412.25,..
"Rainfed Palay","....Basilan",2555.00,1802.00,3916.00,3459.00,1527.00,1792.00,873.00,1009.00,1367.00,2467.00,2187.00,2556.00,2679.00,2988.00,2846.00,2169.00,1843.00,2287.00,2007.00,1406.00,1328.00,1922.00,1119.00,1720.00,1449.00,970.00,389.00,402.00,350.00,154.00,243.00,291.86,165.91,53.32,58.48,66.04,119.00,144.05,..
"Rainfed Palay","....Lanao del Sur",45882.00,53013.00,39256.00,67719.00,35404.00,34851.00,39013.00,83659.00,65765.00,65013.00,65743.00,51676.00,57675.00,57659.00,98293.00,96598.00,102502.00,75156.00,76388.00,77721.00,101250.00,123011.00,107825.00,117896.00,118551.00,132490.00,131069.00,96926.00,112326.00,104384.00,132899.00,151847.00,137192.00,153840.91,155584.56,158174.73,161662.73,162306.01,..
"Rainfed Palay","....Maguindanao",33937.00,55156.00,74564.00,49861.00,19991.00,24199.00,58891.00,119250.00,146378.00,147332.00,127852.00,92628.00,154131.00,146734.00,168296.00,135341.00,128421.00,198115.00,203932.00,226999.00,212803.00,252009.00,273079.00,296665.00,236910.00,237503.00,276017.00,270051.00,219709.00,303617.00,323189.00,325322.50,359055.12,379415.97,485142.22,439774.25,434739.29,440338.19,..
"Rainfed Palay","....Sulu",8676.00,9370.00,9633.00,9743.00,9345.00,8903.00,9330.00,7337.00,9096.00,9750.00,8445.00,5138.00,6062.00,5810.00,4938.00,4485.00,4212.00,3850.00,3750.00,3435.00,3400.00,3450.00,2914.00,2770.00,2397.00,2645.00,2054.00,2050.00,2102.00,1650.00,2156.00,2760.00,2226.00,800.00,1836.00,1052.96,490.00,29.00,..
"Rainfed Palay","....Tawi-tawi",3200.00,3504.00,3504.00,3504.00,3504.00,3504.00,3504.00,4042.00,1916.00,2622.00,2903.00,2406.00,2820.00,2286.00,1930.00,1856.00,1987.00,2563.00,2627.00,2619.00,956.00,899.00,844.00,961.00,958.00,896.00,643.00,649.00,491.00,278.00,253.00,35.00,249.94,344.87,324.00,338.00,516.00,509.00,..
"Palay","..CORDILLERA ADMINISTRATIVE REGION (CAR)",162466.00,186443.00,163249.00,165585.00,152559.00,156472.00,166961.00,191208.00,193221.00,209480.00,218523.00,169968.00,221370.00,255820.00,314295.00,304355.00,300776.00,355877.00,354429.00,397340.00,436311.00,445156.00,431656.00,400415.00,428949.00,453461.00,460170.00,452609.00,400911.00,382848.00,445006.00,391104.60,418320.58,376473.48,377133.35,338067.45,331469.66,299400.11,..
"Palay","....Abra",23085.00,31157.00,27509.00,25637.00,24109.00,20483.00,23871.00,24340.00,29309.00,34810.00,35039.00,31231.00,44167.00,43881.00,44647.00,43481.00,46756.00,48339.00,50605.00,52989.00,73001.00,75528.00,76302.00,77611.00,80428.00,82333.00,79444.00,75500.00,66716.00,65159.00,69477.00,62120.00,82429.69,83667.10,90434.39,76921.00,74414.98,68864.60,..
"Palay","....Apayao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,28592.00,27974.00,28374.00,29790.00,22057.00,26841.00,48937.00,59973.00,59843.00,60744.00,86027.00,86119.00,95017.00,104701.00,101632.00,100379.00,96689.00,98489.00,105891.00,106741.00,101158.00,96453.00,86430.00,103335.00,76345.86,86818.58,96869.76,82468.92,74379.86,75730.27,69794.06,..
"Palay","....Benguet",5303.00,5999.00,6562.00,5964.00,5224.00,7555.00,9214.00,9926.00,8560.00,9255.00,9259.00,7753.00,9491.00,11039.00,11932.00,13860.00,12069.00,13859.00,14664.00,15767.00,16802.00,17142.00,16221.00,15780.00,15790.00,16696.00,17491.00,17355.00,18144.00,18145.00,20276.00,19917.68,20447.93,21707.29,23667.00,23410.77,21524.15,18403.90,..
"Palay","....Ifugao",27376.00,27468.00,27344.00,24190.00,19244.00,27794.00,34222.00,32044.00,35809.00,39954.00,41502.00,31243.00,45215.00,49139.00,46325.00,44286.00,45284.00,48240.00,49921.00,54653.00,61047.00,63546.00,64036.00,60350.00,61903.00,62465.00,63379.00,63076.00,63362.00,60866.00,62387.00,60076.60,53939.82,49412.61,41902.46,32934.09,34201.71,28337.25,..
"Palay","....Kalinga",88449.00,102670.00,84324.00,92523.00,84205.00,81908.00,84673.00,82041.00,76116.00,80974.00,85986.00,61821.00,79408.00,85191.00,133197.00,123941.00,117272.00,138724.00,132303.00,156947.00,159115.00,168117.00,156187.00,134266.00,155895.00,168854.00,174012.00,176529.00,141094.00,137784.00,173292.00,156268.60,158284.81,108884.81,122959.34,114804.76,112839.99,101309.84,..
"Palay","....Mountain Province",18253.00,19149.00,17510.00,17271.00,19777.00,18732.00,14981.00,14265.00,15453.00,16113.00,16947.00,15863.00,16248.00,17633.00,18221.00,18944.00,18651.00,20688.00,20817.00,21967.00,21645.00,19191.00,18531.00,15719.00,16444.00,17222.00,19103.00,18991.00,15142.00,14464.00,16239.00,16375.86,16399.75,15931.91,15701.24,15616.98,12758.56,12690.47,..
"Palay","..REGION I (ILOCOS REGION)",682581.00,841311.00,785823.00,847691.00,898584.00,826121.00,838253.00,917470.00,886517.00,992606.00,1076753.00,854117.00,1081888.00,1207890.00,1227227.00,1222292.00,1304374.00,1317574.00,1382877.00,1597168.00,1642301.00,1691629.00,1351715.00,1558373.00,1602814.00,1737695.00,1750057.00,1796229.00,1777121.00,1805126.00,1872052.00,1720043.52,1851265.37,1902661.85,1902342.60,1965372.36,1990286.68,1967134.45,..
"Palay","....Ilocos Norte",65293.00,110214.00,91064.00,95741.00,113949.00,93324.00,98452.00,122309.00,129964.00,150536.00,171397.00,161167.00,185339.00,223488.00,216700.00,226098.00,236794.00,235487.00,252977.00,282794.00,282832.00,299984.00,256582.00,301934.00,306726.00,315712.00,318444.00,308317.00,313089.00,309488.00,329744.00,281562.00,329693.00,341994.85,337191.60,330749.00,338681.32,341888.50,..
"Palay","....Ilocos Sur",51629.00,80033.00,68452.00,82395.00,73386.00,60633.00,85308.00,119530.00,114144.00,125190.00,120710.00,111988.00,130089.00,152112.00,148335.00,142440.00,156934.00,155662.00,172456.00,196068.00,197494.00,202647.00,168028.00,183182.00,191152.00,208380.00,209302.00,205302.00,210875.00,209719.00,230228.00,201992.00,248126.37,249171.00,244634.00,244413.83,246075.76,239286.00,..
"Palay","....La Union",60697.00,79780.00,78427.00,84438.00,74062.00,66019.00,85286.00,95712.00,86976.00,81953.00,98078.00,98111.00,100660.00,112169.00,120036.00,114934.00,110208.00,117185.00,121570.00,142108.00,150860.00,161709.00,124997.00,132557.00,146666.00,156023.00,157275.00,168885.00,172000.00,175354.00,187015.00,159450.52,169054.00,176117.00,157881.00,171276.53,173891.55,172289.95,..
"Palay","....Pangasinan",504962.00,571284.00,547880.00,585117.00,637187.00,606145.00,569207.00,579919.00,555433.00,634927.00,686568.00,482851.00,665800.00,720121.00,742156.00,738820.00,800438.00,809240.00,835874.00,976198.00,1011115.00,1027289.00,802108.00,940700.00,958270.00,1057580.00,1065036.00,1113725.00,1081157.00,1110565.00,1125065.00,1077039.00,1104392.00,1135379.00,1162636.00,1218933.00,1231638.05,1213670.00,..
"Palay","..REGION II (CAGAYAN VALLEY)",996606.00,1091307.00,1094869.00,1164758.00,1033615.00,1088680.00,891678.00,1237259.00,1349258.00,1441343.00,1544728.00,1109372.00,1708809.00,1785137.00,1810196.00,1707575.00,1666484.00,1892311.00,1848849.00,1953755.00,2025245.00,2080240.00,2077036.00,1745722.00,2144766.00,2425536.47,2423200.33,2514934.17,2489647.28,2332654.04,2656978.51,2379771.42,2644702.34,2645776.78,2909950.48,2928165.70,3026087.62,2922716.55,..
"Palay","....Batanes",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.47,13.33,86.17,73.28,13.04,73.51,70.42,74.57,84.00,20.31,61.42,80.27,51.50,..
"Palay","....Cagayan",233405.00,280153.00,250624.00,218658.00,186157.00,173842.00,152725.00,344681.00,349003.00,375455.00,439562.00,346233.00,457337.00,513600.00,513991.00,507036.00,482884.00,571200.00,491806.00,688919.00,702561.00,707172.00,681313.00,616321.00,784622.00,875721.00,829737.00,895580.00,884334.00,764303.00,1006120.00,832941.00,905593.87,921763.00,1051621.00,1068498.28,1127141.50,1063403.00,..
"Palay","....Isabela",620278.00,655323.00,678737.00,781685.00,694814.00,760218.00,583336.00,701927.00,799787.00,870549.00,907465.00,583640.00,1019290.00,1034297.00,1048458.00,954585.00,938405.00,1061979.00,1089381.00,987760.00,1036917.00,1063875.00,1084811.00,865839.00,1068275.00,1216535.00,1249873.00,1277623.00,1256390.00,1212725.00,1285685.00,1188584.00,1369049.51,1359555.64,1425907.17,1457750.20,1479190.06,1468910.00,..
"Palay","....Nueva Vizcaya",101230.00,117637.00,117058.00,113513.00,106326.00,112865.00,114858.00,142074.00,155140.00,146648.00,151411.00,144083.00,172508.00,182726.00,191516.00,192501.00,198891.00,201397.00,207357.00,221401.00,228122.00,232946.00,231284.00,200572.00,218446.00,241956.00,253755.00,252896.00,269120.00,269824.00,273517.00,270070.00,270000.50,253855.78,308177.40,284877.13,298646.77,287209.89,..
"Palay","....Quirino",41693.00,38194.00,48450.00,50902.00,46318.00,41755.00,40759.00,48577.00,45328.00,48691.00,46290.00,35416.00,59674.00,54514.00,56231.00,53453.00,46304.00,57735.00,60305.00,55675.00,57645.00,76247.00,79628.00,62990.00,73423.00,91221.00,89822.00,88749.00,79730.00,85789.00,91583.00,88106.00,99983.89,110518.36,124224.60,116978.67,121029.02,103142.16,..
"Palay","..REGION III (CENTRAL LUZON)",1569191.00,1308126.00,1718402.00,1963919.00,1796659.00,1788259.00,1660423.00,1941049.00,1822089.00,1951153.00,2073590.00,1370260.00,1912735.00,1960232.00,2173837.00,2240379.00,2395461.00,2466441.00,2545853.00,2677633.00,2942113.00,3014347.00,2805467.00,2958415.00,2616083.00,3220607.00,3409468.00,3765150.00,3304310.00,3342883.12,3634807.00,3615115.12,3730180.33,3635147.59,3741210.53,3616712.40,3638431.28,3482484.40,..
"Palay","....Aurora",28956.00,37291.00,33452.00,52989.00,48168.00,52323.00,56081.00,54297.00,64664.00,63069.00,64713.00,61101.00,70081.00,71818.00,72944.00,73417.00,77730.00,77655.00,81384.00,80754.00,88317.00,89709.00,89988.00,84994.00,85433.00,90791.00,87900.00,94785.00,86971.00,77040.00,100179.00,104687.00,103402.01,90429.00,115368.00,106210.00,100302.12,83625.16,..
"Palay","....Bataan",67550.00,57368.00,59605.00,63070.00,54320.00,64724.00,64756.00,74801.00,78832.00,110017.00,104850.00,90495.00,93689.00,80070.00,103540.00,102502.00,113856.00,114139.00,124774.00,129346.00,131843.00,136258.00,125880.00,131610.00,123511.00,134960.00,140067.00,155056.00,151610.00,122393.00,136269.00,130490.24,116963.88,125143.00,117143.05,115402.46,109195.30,107111.35,..
"Palay","....Bulacan",308107.00,283253.00,342483.00,325935.00,311183.00,304063.00,250614.00,268205.00,227722.00,251295.00,278404.00,119274.00,259794.00,239301.00,280098.00,308941.00,274433.00,292610.00,306354.00,308502.00,304849.00,353101.00,300277.00,298376.00,227607.00,351307.00,366927.00,372110.00,351437.00,360237.00,378088.00,365689.00,368658.15,361253.82,387699.04,402415.52,374652.32,330658.00,..
"Palay","....Nueva Ecija",677844.00,501909.00,768477.00,971763.00,921451.00,865804.00,816606.00,966398.00,877849.00,894187.00,929598.00,646486.00,821366.00,878707.00,954899.00,968754.00,1101798.00,1128070.00,1136623.00,1231176.00,1356161.00,1372378.00,1360915.00,1374173.00,1313487.00,1587163.00,1672666.00,1930996.00,1580620.00,1684352.00,1884091.00,1886708.93,1955961.14,1904827.36,1884323.97,1781964.01,1839858.69,1772448.70,..
"Palay","....Pampanga",173441.00,160342.00,192530.00,202758.00,167449.00,165113.00,164669.00,219972.00,216829.00,241779.00,236656.00,134165.00,213025.00,228728.00,247666.00,268758.00,273257.00,272770.00,293280.00,334375.00,390290.00,398910.00,332972.00,393328.00,310456.00,388187.00,419721.00,433106.00,425609.00,421647.00,429406.00,432172.00,451359.84,421937.80,476974.60,474339.44,463526.28,421586.75,..
"Palay","....Tarlac",239974.00,210831.00,256116.00,272178.00,248662.00,300533.00,263370.00,302206.00,296134.00,323418.00,388692.00,263076.00,378773.00,383581.00,426992.00,432379.00,462224.00,480042.00,493414.00,478521.00,557943.00,550552.00,491233.00,562180.00,450757.00,549299.00,585077.00,638906.00,570095.00,564992.00,579013.00,568861.95,595463.00,573336.95,605130.81,599576.56,608668.80,619899.00,..
"Palay","....Zambales",73319.00,57132.00,65739.00,75226.00,45426.00,35699.00,44327.00,55170.00,60059.00,67388.00,70677.00,55663.00,76007.00,78027.00,87698.00,85628.00,92163.00,101155.00,110024.00,114959.00,112710.00,113439.00,104202.00,113754.00,104832.00,118900.00,137110.00,140191.00,137968.00,112222.12,127761.00,126506.00,138372.31,158219.66,154571.06,136804.41,142227.77,147155.44,..
"Palay","..REGION IV-A (CALABARZON)",383421.00,413701.00,463383.00,421188.00,448065.00,455982.00,448269.00,411898.00,334811.00,394128.00,378471.00,319550.00,427915.00,376439.00,396000.00,377513.00,376534.00,402066.00,392323.00,358364.00,391418.00,428085.00,383035.00,390189.00,399193.00,389272.00,411785.00,405582.00,392907.00,407124.00,410833.00,420233.47,380781.96,386919.93,409915.07,395898.69,433399.42,311059.06,..
"Palay","....Batangas",48817.00,49630.00,67359.00,80904.00,85560.00,85521.00,58960.00,72968.00,60200.00,57000.00,55247.00,47263.00,57958.00,60431.00,57668.00,61796.00,59972.00,60611.00,54478.00,49476.00,49890.00,60218.00,55800.00,53423.00,49569.00,43206.00,52198.00,46375.00,40009.00,39797.00,42246.00,47309.79,44982.62,33001.50,35354.04,34871.94,38026.81,22028.89,..
"Palay","....Cavite",38404.00,40003.00,49451.00,59949.00,63191.00,61135.00,51756.00,48242.00,35249.00,47247.00,53631.00,39321.00,52773.00,38676.00,54477.00,49164.00,49879.00,52335.00,56888.00,37617.00,38685.00,41697.00,39119.00,46614.00,38482.00,38495.00,42177.00,46280.00,42361.00,35646.00,34732.00,37038.72,29994.61,24626.60,27828.66,23213.78,20971.60,15462.04,..
"Palay","....Laguna",128045.00,118635.00,126926.00,109512.00,124753.00,132604.00,132939.00,109508.00,95099.00,119956.00,118741.00,139808.00,150071.00,132189.00,116663.00,97352.00,97606.00,108253.00,107654.00,106688.00,124649.00,137758.00,111063.00,123127.00,126108.00,120953.00,128905.00,130904.00,133138.00,130808.00,129358.00,131335.80,149545.17,129326.65,120224.02,128431.37,146255.35,114703.63,..
"Palay","....Quezon",143706.00,182045.00,195633.00,144175.00,149665.00,148578.00,176753.00,159009.00,125110.00,141848.00,117420.00,70344.00,135080.00,117862.00,136748.00,138328.00,131879.00,141649.00,135722.00,128405.00,149412.00,156936.00,153553.00,139092.00,154525.00,160951.00,159773.00,154780.00,146988.00,168112.00,173228.00,177370.25,137444.35,186178.60,203083.00,185878.50,204629.00,140941.69,..
"Palay","....Rizal",24449.00,23388.00,24014.00,26648.00,24896.00,28144.00,27861.00,22171.00,19153.00,28077.00,33432.00,22814.00,32033.00,27281.00,30444.00,30873.00,37198.00,39218.00,37581.00,36178.00,28782.00,31476.00,23500.00,27933.00,30509.00,25667.00,28732.00,27243.00,30411.00,32761.00,31269.00,27178.91,18815.21,13786.59,23425.36,23503.10,23516.66,17922.81,..
"Palay","..MIMAROPA REGION",454136.00,547817.00,531576.00,483109.00,621852.00,571586.00,575921.00,639032.00,593285.00,603563.00,647312.00,508694.00,709481.00,758719.00,745969.00,799627.00,818182.00,799768.00,785309.00,829867.00,877180.00,863215.00,930674.00,857532.00,981669.00,1030606.00,1033942.00,1081878.00,1081833.00,1080408.00,1159830.00,1230988.37,1195197.00,1183149.32,1225283.21,1231933.69,1210384.05,1157865.71,..
"Palay","....Marinduque",11257.00,11961.00,12251.00,17148.00,18254.00,15427.00,18192.00,18486.00,17085.00,24814.00,14284.00,19149.00,37725.00,37888.00,42700.00,43180.00,40172.00,35110.00,30262.00,30944.00,29413.00,25336.00,24721.00,21453.00,24654.00,17757.00,17364.00,15069.00,15889.00,16038.00,21932.00,17101.00,11526.00,18273.00,18494.00,18918.85,17819.00,16526.00,..
"Palay","....Occidental Mindoro",230082.00,261315.00,224359.00,174639.00,227573.00,222332.00,231121.00,205897.00,201393.00,207130.00,242171.00,168282.00,231900.00,236355.00,211555.00,248570.00,269890.00,238041.00,226495.00,216779.00,257840.00,319143.00,321765.00,290962.00,322645.00,334114.00,335839.00,346525.00,362514.00,357837.00,339989.00,374223.00,347849.00,310004.00,366951.70,362419.23,327746.49,304285.25,..
"Palay","....Oriental Mindoro",128544.00,182375.00,197876.00,192904.00,246911.00,218267.00,212798.00,186599.00,200069.00,203954.00,218490.00,204485.00,247676.00,254167.00,256834.00,265549.00,254972.00,255747.00,289782.00,320359.00,318858.00,284454.00,307738.00,308469.00,360400.00,375206.00,391866.00,413508.00,392213.00,383608.00,420465.00,435709.37,420002.00,430967.32,394864.51,378504.66,365448.67,348832.16,..
"Palay","....Palawan",66499.00,69934.00,79102.00,71750.00,102374.00,89608.00,88459.00,204440.00,149679.00,139565.00,142200.00,98257.00,158597.00,198325.00,203774.00,210568.00,216214.00,236785.00,207528.00,228095.00,243883.00,205092.00,244175.00,204807.00,238488.00,267663.00,256394.00,274150.00,280240.00,291681.00,341265.00,367032.00,381704.00,387172.00,408272.00,433395.46,461925.40,453839.11,..
"Palay","....Romblon",17754.00,22232.00,17988.00,26668.00,26740.00,25952.00,25351.00,23610.00,25059.00,28100.00,30167.00,18521.00,33583.00,31984.00,31106.00,31760.00,36934.00,34085.00,31242.00,33690.00,27186.00,29190.00,32275.00,31841.00,35482.00,35866.00,32479.00,32626.00,30977.00,31244.00,36179.00,36923.00,34116.00,36733.00,36701.00,38695.49,37444.49,34383.19,..
"Palay","..REGION V (BICOL REGION)",581404.00,708817.00,668007.00,686998.00,744223.00,715459.00,665129.00,689570.00,598618.00,660966.00,687890.00,493493.00,720247.00,672293.00,697287.00,756808.00,761048.00,943214.00,981918.00,888772.00,991430.00,997581.00,1045501.00,1081078.00,1070917.00,1173307.00,1243241.40,1258147.00,1264448.00,1275492.00,1335077.00,1350438.32,1192903.96,1294991.12,1346952.44,1329004.40,1302648.98,1202079.35,..
"Palay","....Albay",99754.00,119629.00,110556.00,129406.00,149160.00,156786.00,175809.00,157146.00,131510.00,155327.00,144350.00,107274.00,142425.00,124062.00,104001.00,131895.00,131882.00,155700.00,179467.00,156892.00,148036.00,161391.00,170564.00,182472.00,201037.00,206808.00,220980.00,225700.00,204345.00,201811.00,204824.00,206019.46,188012.79,216006.95,224533.00,226230.80,232649.25,204046.20,..
"Palay","....Camarines Norte",44947.00,52577.00,47002.00,47032.00,55724.00,52838.00,35310.00,45076.00,36351.00,41117.00,36283.00,29839.00,51344.00,41256.00,46965.00,43389.00,40060.00,59307.00,66379.00,63723.00,64082.00,67721.00,71087.00,72815.00,77188.00,85526.00,92411.00,95784.00,89615.00,89909.00,107099.00,110849.98,93457.92,108512.07,116292.63,109792.43,108390.12,85901.66,..
"Palay","....Camarines Sur",268468.00,333193.00,317261.00,323503.00,337174.00,322892.00,273305.00,293145.00,268944.00,287374.00,319683.00,220045.00,347061.00,330966.00,347725.00,386160.00,381039.00,501343.00,524625.00,464277.00,560809.00,526936.00,535090.00,568327.00,520322.00,563749.00,601479.80,583797.00,658548.00,666413.00,683385.00,689722.00,612987.00,650406.00,683203.00,665430.00,643401.00,628082.00,..
"Palay","....Catanduanes",14515.00,24685.00,21826.00,21737.00,27862.00,24679.00,17929.00,21827.00,20861.00,27420.00,21014.00,10734.00,28016.00,22001.00,24809.00,22533.00,29958.00,28720.00,29932.00,35318.00,33610.00,36610.00,38060.00,34556.00,43947.00,32330.00,29488.00,35452.00,35741.00,34065.00,37789.00,39944.88,27330.68,27019.09,23376.41,24809.46,17793.27,20904.52,..
"Palay","....Masbate",58948.00,72630.00,66892.00,48102.00,53140.00,49870.00,47450.00,67960.00,60454.00,63921.00,66953.00,55643.00,67504.00,72831.00,74067.00,68239.00,83369.00,93029.00,81112.00,77541.00,75518.00,97939.00,109042.00,112609.00,113441.00,154463.00,168653.00,180173.00,147754.00,149871.00,158832.00,156032.00,147659.57,148010.01,148754.00,151253.00,155154.00,136873.72,..
"Palay","....Sorsogon",94772.00,106103.00,104470.00,117218.00,121163.00,108394.00,115326.00,104416.00,80498.00,85807.00,99607.00,69958.00,83897.00,81177.00,99720.00,104592.00,94740.00,105115.00,100403.00,91021.00,109375.00,106984.00,121658.00,110299.00,114982.00,130431.00,130229.60,137241.00,128445.00,133423.00,143148.00,147870.00,123456.00,145037.00,150793.40,151488.71,145261.34,126271.24,..
"Palay","..REGION VI (WESTERN VISAYAS)",1178375.00,1121945.00,1081546.00,886732.00,1183887.00,1238703.00,1484934.00,1442269.00,1291275.00,1474430.00,1327668.00,1044462.00,1531728.00,1608337.00,1589531.00,1732602.00,1767530.00,1935869.00,1800820.00,1987224.00,1992426.00,2117598.00,2205071.00,1789693.00,2245038.00,2292201.00,2090790.00,2052574.00,2056824.00,1896230.00,2230836.72,2232292.75,2077790.03,2295579.75,2356902.44,2321593.72,2263158.33,1463496.52,..
